OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;TaxParcelIdentificationNumber;Location;CouncilDistrictCode;Neighborhood;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;YearsENERGYSTARCertified;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);OtherFuelUse(kBtu);GHGEmissions(MetricTonsCO2e);GHGEmissionsIntensity(kgCO2e/ft2);DefaultData;Comment;ComplianceStatus;Outlier;2010 Census Tracts;Seattle Police Department Micro Community Policing Plan Areas;City Council Districts;SPD Beats;Zip Codes;F48;F49;F50;F51;F52;F53;F54;F55;F56;F57;F58;F59;F60;F61;F62;F63;F64;F65;F66;F67;F68;F69;F70;F71;F72;F73;F74;Address;City;State;ZipCode;Latitude;Longitude;Comments;TotalGHGEmissions;GHGEmissionsIntensity;File Paths
53;2015;NonResidential;Small- and Mid-Sized Office;EL CENTRO DE LA RAZA;570000340;"""{'latitude': '47.58002948'";'longitude': '-122.31181286';"'human_address': '{""""address"""": """"2524 16TH AVE S""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98144""""}'}""";2;GREATER DUWAMISH;1900;1;2;52554;0;52554;"""Office";"Other - Education""";Office;51029;Other - Education;7849;;;;93;36,3;37,2;81,6;84,5;2137686;2192109;0;359310;1226016;9117;911721;0;56,97;0.98;No;;Compliant;;;42;;41;17919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
54;2015;NonResidential;K-12 School;BLANCHET HIGH SCHOOL;625049002;"""{'latitude': '47.68894837'";'longitude': '-122.33616192';"'human_address': '{""""address"""": """"8200 WALLINGFORD AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98103""""}'}""";6;NORTHWEST;1954;1;3;175015;0;175015;K-12 School;K-12 School;175015;;;;;;95;40.50;49,1;74,6;85,8;7080118;8596269;0;789588;2694187;43860;4386042;0;251.72;1,37;No;;Compliant;;;53;;25;18377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
55;2015;NonResidential;"""Self-Storage Facility";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
;;653000225;"""{'latitude': '47.61311034'";'longitude': '-122.35096928';;"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98121""""}'}""";7;DOWNTOWN;1911;1;3;70586;0;70586;;Self-Storage Facility;;Self-Storage Facility;38439;Vocational School;28197;Office;3859;;;30.50;33.70;79,6;82;2147062;2377595;0;471115;1607511;5396;539617;0;39.87;0.47;;;Compliant;;;5;;9;19576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
56;2015;NonResidential;Hotel;HILTON SEATTLE;1975700040;"""{'latitude': '47.60950466'";'longitude': '-122.3334029';"'human_address': '{""""address"""": """"1301 6TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1969;1;24;332210;205970;126240;Hotel;Hotel;348630;;;;;;68;44.90;44,9;121;121;15660628;15660628;0;3607318;12308680;33525;3352459;0;263.85;0,63;No;;Compliant;;;14;;24;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
57;2015;NonResidential;Large Office;5th and Pine;1975700200;"""{'latitude': '47.61103976'";'longitude': '-122.3363484';"'human_address': '{""""address"""": """"1513 5TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1973;1;5;168115;0;168115;"""Data Center";Office;"Retail Store""";Office;103501;Retail Store;65676;Data Center;354;2016;79;54,3;54,3;170,7;170,7;9213841;9213841;0;2700422;9214222;0;0;0;64.23;0.15;No;;Compliant;;;14;;24;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
58;2015;NonResidential;Retail Store;CENTURY SQUARE RETAIL;1975700365;"""{'latitude': '47.61076355'";'longitude': '-122.337677';"'human_address': '{""""address"""": """"1525 4TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1920;1;2;57428;0;57428;"""Non-Refrigerated Warehouse";Other;"Retail Store""";Retail Store;34617;Non-Refrigerated Warehouse;13028;Other;9783;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;;Compliant;;;14;;24;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
59;2015;NonResidential;Small- and Mid-Sized Office;GIBRALTAR TOWER;1975700380;"""{'latitude': '47.610466'";'longitude': '-122.33795929';"'human_address': '{""""address"""": """"1518 3RD AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1910;1;8;59400;0;59400;"""Office";"Retail Store""";Office;34947;Retail Store;4993;;;;;98;109,4;307,9;343,5;3915947;4369220;0;1147698;3916108;0;0;0;27,3;0.18;No;;Compliant;;;14;;24;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
60;2015;NonResidential;Mixed Use Property;MANN BUILDING/WILD GINGER/TRIPLE DOOR;1975700525;"""{'latitude': '47.60883331'";'longitude': '-122.3374176';"'human_address': '{""""address"""": """"1401 3RD AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1926;1;2;52549;0;52549;"""Office";Other - Entertainment/Public Assembly;"Restaurant""";Other - Entertainment/Public Assembly;23500;Restaurant;23500;Office;5459;;;297,1;316,4;522,8;537,1;15583947;16598244;0;1551526;5294026;102901;10290141;0;583.41;10.67;No;;Compliant;;;14;;24;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
61;2015;Multifamily LR (1-4);Low-Rise Multifamily;GATEWOOD APTS;1975700600;"""{'latitude': '47.60973588'";'longitude': '-122.3403842';"'human_address': '{""""address"""": """"107 PINE ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1900;1;4;48383;0;48383;"""Multifamily Housing";"Retail Store""";Multifamily Housing;38172;Retail Store;10211;;;;75;61;69,9;129,6;139,4;2953338;3379678;915977;424619;1448859;5886;588563;0;112,06;2.19;No;;Compliant;;;14;;30;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
62;2015;NonResidential;Hotel;ROOSEVELT HOTEL;1976700010;"""{'latitude': '47.61229324'";'longitude': '-122.33441925';"'human_address': '{""""address"""": """"1531 7TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1930;1;20;98634;10043;88591;"""Hotel";Parking;"Restaurant""";Hotel;83591;Parking;10043;Restaurant;5000;;46;69,7;73,8;201,1;213,8;6175812;6534220;0;1589324;5422999;7530;753040;0;77.8;0.55;No;;Compliant;;;14;;24;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
63;2015;NonResidential;Hotel;SHERATON HOTEL;1976700095;"""{'latitude': '47.61101988'";'longitude': '-122.3335344';"'human_address': '{""""address"""": """"1400 6TH AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1982;1;34;994212;146694;847518;"""Hotel";Parking;"Swimming Pool""";Hotel;994212;Parking;117668;Swimming Pool;0;;60;85,9;89,3;187,3;191,6;85357952;88771488;16229832;13200400;45041634;240884;24088353;0;2846.07;2.67;No;;Compliant;;;14;;24;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
65;2015;NonResidential;Hotel;INN AT THE MARKET;1977200050;"""{'latitude': '47.60989093'";'longitude': '-122.3414255';"'human_address': '{""""address"""": """"86 PINE ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1985;1;7;71150;0;71150;"""Hotel";Parking;Restaurant;"Retail Store""";Hotel;41340;Parking;13730;Retail Store;9604;;99;87,8;87,8;203,3;203,3;5040382;5040382;0;894784;3053131;19874;1987378;0;126.83;1.60;Yes;;Compliant;;;14;;30;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
66;2015;NonResidential;Hotel;MOORE HOTEL & THEATRE;1977201035;"""{'latitude': '47.61155254'";'longitude': '-122.3408486';"'human_address': '{""""address"""": """"1926 2ND AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98101""""}'}""";7;DOWNTOWN;1908;1;7;122810;0;122810;"""Hotel";Other - Entertainment/Public Assembly;"Retail Store""";Hotel;88360;Other - Entertainment/Public Assembly;26450;Retail Store;8000;;99;41,4;50,8;65,7;75,6;5086863;6240104;0;382671;1305729;37812;3781188;0;209.92;1.66;No;;Compliant;;;5;;30;18081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
67;2015;NonResidential;Hotel;QUALITY INN & SUITES - SEATTLE;1991200730;"""{'latitude': '47.62037281'";'longitude': '-122.3441465';"'human_address': '{""""address"""": """"618 JOHN ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;LAKE UNION;1959;1;5;113173;42546;70627;;;;;;;;;86;70.60;73,1;166,6;174,3;4988241;5160438;0;915988;3125480;18629;1862890;0;120.73;0,95;No;;Compliant;;;56;;40;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
68;2015;NonResidential;Hotel;HOLIDAY INN - SEATTLE;1991200935;"""{'latitude': '47.6203118'";'longitude': '-122.3428044';"'human_address': '{""""address"""": """"211 DEXTER AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;LAKE UNION;2000;1;7;150453;34735;115718;"""Hotel";"Restaurant""";Hotel;107547;Restaurant;3000;;;2014;83;60,8;62,6;131,7;133,4;6722886;6921805;0;1051118;3586563;31365;3136472;0;191,58;1.17;No;;Compliant;;;56;;7;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
69;2015;NonResidential;Hotel;HOLIDAY INN EXPRESS - DOWNTOWN SEATTLE;1991200940;"""{'latitude': '47.62021696'";'longitude': '-122.3432115';"'human_address': '{""""address"""": """"226 AURORA AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;LAKE UNION;1997;1;6;116300;28200;88100;"""Hotel";"Parking""";Hotel;88490;Parking;28300;;;;84;68;69,7;147,8;150,3;6014078;6169676;0;948984;3238067;27761;2776145;0;170,01;1.34;No;;Compliant;;;56;;7;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
70;2015;NonResidential;Hotel;HOMEWOOD SUITES HOTEL - SEATTLE;1992200235;"""{'latitude': '47.62050588'";'longitude': '-122.3596901';"'human_address': '{""""address"""": """"206 WESTERN AVE W""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98119""""}'}""";7;MAGNOLIA / QUEEN ANNE;1998;1;6;155602;36744;118858;Hotel;Hotel;155602;;;;;;81;44.40;44,1;108;106,8;6915293;6855303;0;1338290;4566435;23490;2349046;0;156.59;0,88;No;;Compliant;;;50;;40;19575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
73;2015;NonResidential;K-12 School;SEATTLE HEBREW ACADAMY;2125049015;"""{'latitude': '47.63445532'";'longitude': '-122.3080163';"'human_address': '{""""address"""": """"1617 INTERLAKEN DR E""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98112""""}'}""";3;EAST;1911;1;3;56072;0;56072;K-12 School;K-12 School;56072;;;;;;77;55.40;72,3;78,7;98,6;3106930;4055974;0;161293;550355;25566;2556597;0;139.62;2,45;No;;Compliant;;;36;;6;18789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
77;2015;NonResidential;Hotel;COMFORT SUITES SEATTLE CENTER;2249000170;"""{'latitude': '47.62498256'";'longitude': '-122.3445605';"'human_address': '{""""address"""": """"601 ROY ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;MAGNOLIA / QUEEN ANNE;1999;1;4;122942;44891;78051;"""Hotel";"Parking""";Hotel;78051;Parking;44891;;;;94;67,6;68;135,3;136,5;5276777;5306165;0;703564;2400660;28762;2876216;0;169,49;1.29;No;;Compliant;;;56;;40;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
82;2015;NonResidential;Small- and Mid-Sized Office;WA DEPT OF SOCIAL & HEALTH SERVICES;2254501944;"""{'latitude': '47.60841187'";'longitude': '-122.3095441';"'human_address': '{""""address"""": """"1700 E CHERRY ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98122""""}'}""";3;CENTRAL;1962;1;2;54984;0;54984;Office;Office;54984;;;;;;65;63.70;71,3;149,8;157,8;3504957;3921971;0;639274;2181293;13238;1323754;0;85.51;1,38;No;;Compliant;;;9;;17;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
84;2015;NonResidential;Senior Care Community;PROVIDENCE MT ST VINCENT;2324039001;"""{'latitude': '47.55837362'";'longitude': '-122.378518';"'human_address': '{""""address"""": """"4831 35TH AVE SW""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98126""""}'}""";1;SOUTHWEST;1922;1;5;217603;0;217603;"""Parking";"Senior Care Community""";Senior Care Community;296313;Parking;0;;;;50;153,5;170,9;246,4;264,6;45494324;50629892;0;3540510;12080722;334141;33414103;0;1858,84;8.30;No;;Compliant;;;1;;50;19581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
85;2015;NonResidential;Senior Care Community;FOSS HOME AND VILLAGE;2426039059;"""{'latitude': '47.72389349'";'longitude': '-122.3562998';"'human_address': '{""""address"""": """"13023 GREENWOOD AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98133""""}'}""";5;NORTHWEST;1970;1;2;93397;0;93397;Senior Care Community;Senior Care Community;93397;;;;;;1;175.30;180,8;313,8;320,7;16371764;16886622;0;1699219;5797976;105740;10574028;0;602;6,18;No;;Compliant;;124;6;1;32;19582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
86;2015;NonResidential;Hotel;SCCA - ALLIANCE HOUSE;2467400430;"""{'latitude': '47.61990903'";'longitude': '-122.3320457';"'human_address': '{""""address"""": """"207 PONTIUS AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;LAKE UNION;2008;1;6;84103;20732;63371;"""Hotel";"Parking""";Hotel;63371;Parking;20732;;;;68;62,8;63,8;164,1;164;3979132;4045411;0;872126;2975816;10034;1003439;0;74,04;0.73;No;;Compliant;;;56;;10;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
87;2015;SPS-District K-12;K-12 School;ARBOR HEIGHTS ELEMENTARY SCHOOL (SPS-DISTRICT);2518400005;"""{'latitude': '47.50935392'";'longitude': '-122.3782222';"'human_address': '{""""address"""": """"3701 SW 104TH ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98146""""}'}""";1;SOUTHWEST;1948;1;2;53352;0;53352;K-12 School;K-12 School;53352;;;;;;;;;;;;;;;;;;;;;Yes;Under construction starting 6/2013 (old building demolished) and ending 9/2016. New Building re-opened 9/2016. Year built changed from 1948 to 2016.;Compliant;Low Outlier;;54;;51;17920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
89;2015;NonResidential;Medical Office;"""POLYCLINIC MEDICAL OFFICE";;1978201270;"""{'latitude': '47.61249662'";'longitude': '-122.3213373';"'human_address': '{""""address"""": """"1200 HARVARD AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";;3;;1965;1;3;179014;0;179014;Medical Office;Medical Office;179014;;;;;;48.00;105,4;110,9;221,6;224;18868768;19858448;0;2784469;9501003;93682;9368159;0;563,78;2.92;No;;Compliant;;;8;;12;19578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
95;2015;NonResidential;Hotel;SORRENTO HOTEL;1979200270;"""{'latitude': '47.60895788'";'longitude': '-122.3268374';"'human_address': '{""""address"""": """"900 MADISON ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98104""""}'}""";3;EAST;1908;1;7;76631;0;76631;Hotel;Hotel;76631;;;;;;24.00;94.40;93,9;175;173,4;7231928;7192445;0;815936;2784090;44480;4447953;0;255.64;3,18;Yes;;Compliant;;;19;;12;18379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
96;2015;NonResidential;Mixed Use Property;PUGET SOUND BLOOD CENTER;1979200290;"""{'latitude': '47.60831445'";'longitude': '-122.3266192';"'human_address': '{""""address"""": """"921 TERRY AVE""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98104""""}'}""";3;EAST;1983;1;6;187600;18493;169107;"""Data Center";Medical Office;Non-Refrigerated Warehouse;Office;Other;"Parking""";Medical Office;40174;Parking;20868;;17020;;;201,5;203,8;509,3;502,9;15240688;15416397;4816083;3055277;10425038;0;0;0;444.42;2.13;No;;;;;19;;12;18379;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
98;2015;NonResidential;Retail Store;FIRESTONE TIRE AND RUBBER CO;1983200230;"""{'latitude': '47.622375'";'longitude': '-122.33805';"'human_address': '{""""address"""": """"400 WESTLAKE AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;LAKE UNION;1929;1;2;58320;0;58320;Retail Store;Retail Store;72072;;;;;;95.00;14.90;19,2;26,6;31,5;1074180;1383366;0;110291;376328;6979;697867;0;39.69;0,65;No;;Compliant;;;56;;10;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
100;2015;NonResidential;Large Office;CITY PLACE III;1983200325;"""{'latitude': '47.62428336'";'longitude': '-122.33589247';"'human_address': '{""""address"""": """"551 BOREN AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;LAKE UNION;2010;1;5;316306;0;316306;"""Office";Other;Parking;"Retail Store""";Office;261826;Parking;150726;Other;15139;;96;46,3;46,7;139,3;139,8;13300859;13429220;0;3654943;12471183;8302;830194;0;131.03;0.24;No;;Compliant;;;56;;10;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
102;2015;NonResidential;Hotel;MARRIOTT RESIDENCE INN;1984200065;"""{'latitude': '47.6263594'";'longitude': '-122.333131';"'human_address': '{""""address"""": """"800 FAIRVIEW AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";3;LAKE UNION;1990;1;7;282863;44766;238097;"""Hotel";"Parking""";Hotel;235788;Parking;51537;;;;40.00;79,9;85,3;178,1;186,6;18829136;20123722;0;3117920;10638785;81908;8190794;0;509,18;1.64;No;;Compliant;;;56;;10;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
103;2015;Nonresidential COS;Other;KEY ARENA - SEATTLE CENTER;1985200003;"""{'latitude': '47.62124083'";'longitude': '-122.3534322';"'human_address': '{""""address"""": """"305 HARRISON ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;MAGNOLIA / QUEEN ANNE;1962;1;1;129000;0;129000;Other;Other;368000;;;;;;;79.70;78,7;167,7;167,7;29337400;28974828;8560000;4194724;14312992;0;0;6464408;760.51;5,42;No;;Compliant;;;50;;40;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
104;2015;Nonresidential COS;Other;BAGLEY WRIGHT THEATER - SEATTLE CENTER;1985200003;"""{'latitude': '47.62124083'";'longitude': '-122.3534322';"'human_address': '{""""address"""": """"305 HARRISON ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;MAGNOLIA / QUEEN ANNE;1962;1;1;91213;0;91213;Other;Other;65000;;;;;;;78.00;85,9;201,2;216,1;5069854;5580583;1270000;1061505;3622005;0;0;177849;123.28;1,18;No;;Compliant;;;50;;40;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
106;2015;Nonresidential COS;Other;ARMORY - SEATTLE CENTER;1985200305;"""{'latitude': '47.62189039'";'longitude': '-122.3502752';"'human_address': '{""""address"""": """"305 HARRISON ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;MAGNOLIA / QUEEN ANNE;1938;1;5;396085;0;396085;Other;Other;278500;;;;;;;97.60;96,5;166,8;167,7;27185096;26880068;10951000;2334143;7964427;0;0;8269669;900.81;2,19;No;;Compliant;;;50;;40;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
107;2015;NonResidential;Large Office;CITY PLACE IV;1986200410;"""{'latitude': '47.62099765'";'longitude': '-122.33592466';"'human_address': '{""""address"""": """"301 BOREN AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;LAKE UNION;2010;1;12;571329;0;571329;"""Office";Other;"Parking""";Office;598801;Parking;310699;Other;26203;;89;66,8;66,7;184,6;184,3;41734776;41683652;0;10033800;34236747;74995;7499452;0;636.96;0.86;No;;Compliant;;;56;;10;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
110;2015;Nonresidential COS;Other;EXHIBITION HALL - SEATTLE CENTER;1988200440;"""{'latitude': '47.62393635'";'longitude': '-122.35193';"'human_address': '{""""address"""": """"301 MERCER ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;MAGNOLIA / QUEEN ANNE;1962;1;2;49680;0;49680;Other;Other;52000;;;;;;;50.60;49,4;102,4;101,3;2632472;2568666;1145000;336891;1149520;0;0;337952;96.39;1,84;No;;Compliant;;;50;;40;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
111;2015;Nonresidential COS;Other;MERCER ARENA - SEATTLE CENTER;1988200700;"""{'latitude': '47.62388082'";'longitude': '-122.3499699';"'human_address': '{""""address"""": """"301 MERCER ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;MAGNOLIA / QUEEN ANNE;1928;1;1;60696;0;60696;Other;Other;108000;;;;;;;8.60;8,6;26,9;26,9;924980;924980;0;271096;925018;0;0;0;6.45;0,04;No;;Compliant;;;50;;40;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
112;2015;Nonresidential COS;Other;MCCAW HALL - SEATTLE CENTER;1988200700;"""{'latitude': '47.62388082'";'longitude': '-122.3499699';"'human_address': '{""""address"""": """"225 MERCER ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;MAGNOLIA / QUEEN ANNE;1928;1;2;262048;0;262048;Other;Other;296000;;;;;;;70.40;70,4;174,1;179,7;20828130;20845160;3900000;4098221;13983710;0;0;2944419;398.51;1,29;No;;Compliant;;;50;;40;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
113;2015;NonResidential;Small- and Mid-Sized Office;KCTS 9;1988200705;"""{'latitude': '47.623925'";'longitude': '-122.3483417';"'human_address': '{""""address"""": """"401 MERCER ST""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;MAGNOLIA / QUEEN ANNE;1986;1;2;66240;2352;63888;"""Data Center";Distribution Center;Office;Parking;"Retail Store""";Office;45900;Data Center;5181;Distribution Center;4551;;;77,8;77,8;244,4;244,4;4329966;4329966;0;1269041;4330148;0;0;0;30.19;0.17;No;;;;;50;;40;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
114;2015;NonResidential;Large Office;BILL & MELINDA GATES FOUNDATION;1988201155;"""{'latitude': '47.62334946'";'longitude': '-122.344706';"'human_address': '{""""address"""": """"500 5TH AVE N""""";"""""city"""": """"SEATTLE""""";"""""state"""": """"WA""""";"""""zip"""": """"98109""""}'}""";7;MAGNOLIA / QUEEN ANNE;2010;1;6;920598;303707;616891;"""Office";Other;"Parking""";Office;729584;Parking;185014;Other;6000;;93;49,9;52,8;133,3;133;36681188;38835684;0;8347549;28483019;81994;8199352;0;634.03;0.56;No;;Compliant;;;56;;40;18390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-building-energy-benchmarking.csv
